0.959708 2.187544
1.961363 2.435324
2.199588 2.827335
1.700206 2.127698
2.189032 2.103663
1.912092 2.225430
2.276381 2.547439
1.863788 2.876437
1.477711 2.332012
1.752175 2.400581
1.548184 2.786105
7.500097 6.704815
7.090406 6.647416
7.336926 6.143379
7.062946 6.022702
7.349885 6.188665
2.502041 2.461533
2.206695 2.553056
1.835975 1.749885
1.872964 1.542298
3.016772 1.912601
2.725021 1.667683
3.182343 1.762685
3.100633 1.588241
2.508470 2.022688
1.567884 1.826609
2.502041 1.461533
2.206695 1.553056
2.835975 1.449885
2.672964 1.842298
2.016772 1.912601
2.880942 1.810592
2.482343 1.762685
2.118470 1.822688
2.167884 1.926609
2.859752 2.005020
2.430097 3.844815
2.590406 3.747416
2.236926 3.443379
2.362946 3.222702
2.849885 3.188665
3.000097 3.704815
2.890406 3.647416
2.736926 3.243379
2.762946 3.022702
3.049885 3.188665
