0.767571 6.347938
4.877821 4.529717
6.909814 2.858978
1.45068 1.877383
1.923391 6.583899
2.702254 1.747897
6.778477 5.750025
5.854504 4.099511
3.178322 3.905164
5.06217 2.957582
1.320785 3.170657
4.196608 4.703989
7.449192 4.794864
2.269243 6.593013
5.520711 6.569249
3.37363 2.774832
6.831793 4.211643
3.077112 3.253883
1.451236 7.047903
5.589295 4.031171
3.123533 4.970122
5.249883 5.71119
2.613717 5.588644
2.918732 6.313147
6.970619 6.053072
2.798734 4.806084
4.058171 0.888366
6.069687 4.508326
7.012978 1.642849
7.290936 2.607034
2.906458 2.057654
6.493951 7.239736
3.952422 2.661102
6.023948 1.280132
4.403084 2.302862
1.81261 3.650365
5.969778 1.711233
4.146187 0.755398
5.143705 4.030343
7.299526 5.799763
5.193943 2.603712
3.228187 5.833673
3.797178 4.708269
7.121721 3.819069
4.548015 3.292472
6.272891 1.933184
1.068856 3.134343
1.681447 7.377552
6.96697 1.157115
3.691808 5.437966
0.606752 3.413654
1.978855 2.101949
2.151589 4.085814
0.50287 1.013706
1.849666 4.92024
0.692733 4.766541
2.911763 6.601372
4.375182 4.091851
5.853757 2.437189
3.957938 5.105451
2.731756 7.362653
1.814385 5.138278
2.95769 0.582377
4.887799 4.93298
2.082522 3.843851
0.815804 0.559708
4.366033 5.864185
0.701944 6.249036
5.614609 4.186344
1.654579 5.093866
1.887247 3.173051
4.69903 6.366165
2.273484 2.226994
6.471548 2.025445
4.978507 1.70467
5.502902 0.842046
4.737029 2.820494
3.523447 4.644803
1.860705 4.270206
1.833224 4.540336
0.934797 4.855474
3.276934 6.366409
6.603075 2.864091
1.318385 5.234862
1.945841 4.516539
7.14716 7.170201
6.012195 4.488664
1.90534 5.852503
2.099927 3.199632
4.198849 6.605484
7.418667 1.662468
6.470391 2.920961
4.568045 4.598182
1.268154 2.611904
6.879033 6.558914
6.667373 4.254556
6.308545 2.133951
4.497909 6.517227
3.785838 3.854774
1.804816 3.700526
3.94252 3.211961
2.430252 3.029247
4.07573 1.255016
3.955267 2.177606
3.097776 2.394123
7.32132 4.53835
2.242167 4.173054
3.015635 4.892319
1.117764 4.509377
3.093538 3.405556
1.73301 0.606891
1.232525 2.582256
1.301107 6.090552
1.475713 2.60146
1.077876 2.255853
1.418153 2.808516
2.88142 2.115777
3.315193 4.362819
3.516603 3.768384
6.080941 7.321972
5.5824 6.350902
5.926311 6.382902
5.962263 4.798868
4.302094 6.180342
7.328472 6.007741
0.920771 7.322605
2.07633 5.129978
1.626074 1.356892
6.187354 1.628595
1.007298 6.725067
7.18098 7.432916
2.517761 2.485212
6.420214 1.105851
5.390788 4.605359
2.212954 2.79336
6.765336 3.807163
1.603508 5.623554
5.918212 2.449659
4.398293 0.977607
5.398101 1.051211
3.507927 6.88287
2.939503 6.460944
3.100353 2.37962
5.704594 1.37017
7.396146 1.537725
7.192556 6.997236
2.606942 2.078147
4.487431 2.087133
2.299494 1.937782
1.631616 5.083346
3.218669 3.96714
4.669201 2.707949
5.994288 6.855477
5.13191 0.997241
4.511251 2.700919
6.275107 1.639067
5.650428 2.439477
2.351878 7.229751
5.914793 4.501328
3.548043 3.458639
7.238696 7.216835
0.853191 2.294221
5.245035 7.029948
5.087863 4.911185
3.312585 7.265121
6.96536 3.146176
5.189509 0.984146
0.615454 1.462166
6.729769 4.852684
5.109408 5.316363
3.600563 6.674374
2.788099 5.417706
0.563742 5.223962
4.620394 4.278491
6.710894 2.076795
6.64032 1.296648
3.163929 1.096541
0.994869 2.610684
5.656032 3.379521
0.985554 6.865057
6.397743 0.779553
3.144704 3.84987
3.43648 1.2858
5.858596 5.230722
1.919202 5.119322
4.488222 0.561403
4.945093 4.796075
0.778696 7.404872
0.700072 5.770599
7.261808 2.758203
1.189849 6.967626
4.954625 1.955234
2.910999 7.048808
3.958307 5.861783
3.219748 2.704237
1.267852 5.026324
6.281681 6.171099
4.111277 4.602887
2.968118 7.19354
2.844898 5.330532
6.117593 1.363497
6.806172 6.499724
5.852316 7.158458
1.24638 6.643945
2.763628 6.655781
3.229178 4.827342
3.91032 6.230477
0.578753 2.217205
4.337559 6.848482
3.581721 5.169765
6.055308 2.592177
7.188689 4.142816
0.579301 1.145864
6.781843 6.588922
5.468501 2.382352
1.325305 1.003605
0.992535 4.612317
1.882364 6.297447
1.675781 4.173927
2.313886 2.422892
6.115687 0.903438
3.77308 6.510867
7.069676 7.349981
7.19169 3.831188
5.252766 0.873664
4.330285 0.945912
5.739528 7.176616
2.220462 6.614094
5.427982 6.849834
3.297648 2.780437
1.951046 4.079728
4.820894 7.122793
1.344453 4.209908
0.797698 2.442039
3.461431 7.005922
7.35963 2.74391
0.584472 5.638548
6.017335 3.691515
0.857804 7.406198
5.354411 4.637389
4.02105 1.680357
5.288203 5.547085
0.98701 5.966744
0.824819 0.666536
3.887716 4.119243
6.83797 1.800839
4.634896 6.675789
4.240552 0.886142
4.217501 7.476379
0.66164 5.304439
2.831368 2.509588
4.688609 0.551833
7.171435 2.400775
5.167302 1.984178
3.748705 6.418405
